Source,Ada,Aleksandrovac,Aleksinac,Alibunar,Apatin,Aranđelovac,Arilje,Babušnica,BajinaBašta,Barajevo,Batočina,Bač,BačkaPalanka,BačkaTopola,BačkiPetrovac,BelaCrkva,BelaPalanka,Beočin,Bečej,Blace,Bogatić,Bojnik,Boljevac,Bor,Bosilegrad,Brus,Bujanovac,CityofUžice,CrnaTrava,CrveniKrst,Crvenikrst,Despotovac,Dimitrovgrad,Doljevac,GadžinHan,Golubac,GornjiMilanovac,Grocka,Inđija,Irig,Ivanjica,Jagodina,Kanjiža,Kikinda,Kladovo,Knić,Knjaževac,Koceljeva,Kosjerić,Kostolac,Kovačica,Kovin,Kragujevac,Kraljevo,Krupanj,Kruševac,Kula,Kuršumlija,Kučevo,Lajkovac,Lapovo,Lazarevac,Lebane,Leskovac,Ljig,Ljubovija,Loznica,Lučani,Majdanpek,MaliIđoš,MaliZvornik,MaloCrniće,Medijana,Medveđa,Merošina,Mionica,Mladenovac,Negotin,NiškaBanja,NovaCrnja,NovaVaroš,NoviBeograd,NoviBečej,NoviKneževac,NoviPazar,NoviSad,Obrenovac,Odžaci,Opovo,Osečina,Palilula(Belgrade),Palilula(Niš),Pantelej,Pančevo,Paraćin,PetrovacnaMlavi,Pećinci,Pirot,Plandište,Požarevac,Požega,Preševo,Priboj,Prijepolje,Prokuplje,Rakovica,Rača,Raška,Ražanj,Rekovac,Ruma,Savskivenac,Senta,Sevojno,Sečanj,Sjenica,Smederevo,SmederevskaPalanka,Sokobanja,Sombor,Sopot,Srbobran,SremskaMitrovica,SremskiKarlovci,StaraPazova,Starigrad,Subotica,Surdulica,Surčin,Svilajnac,Svrljig,Temerin,Titel,Topola,Trgovište,Trstenik,Tutin,Ub,Valjevo,Varvarin,VelikaPlana,VelikoGradište,Vladimirci,VladičinHan,Vlasotince,Voždovac,Vranje,VranjskaBanja,Vračar,Vrbas,VrnjačkaBanja,Vršac,Zaječar,Zemun,Zrenjanin,Zvezdara,Ćićevac,Ćuprija,Čajetina,Čačak,Čoka,Čukarica,Šabac,Šid,Žabalj,Žabari,Žagubica,Žitište,Žitorađa
Ada,,16930,14529,7820,6598,10825,13324,18631,15304,8158,11290,6292,6392,3073,4849,10495,16961,5786,1523,17260,9461,17339,14874,16792,23007,17291,19401,13889,20487,15539,7645,12765,18927,15933,17000,13019,10797,9014,5607,6201,14811,11985,2030,2008,19184,12566,18440,9983,13081,10844,6919,10382,12508,12953,13117,14587,4202,18697,13193,8925,11213,9734,18275,17062,9234,14372,12453,12317,15995,3716,13894,11021,16031,19823,16105,9665,9526,19107,16418,3260,17551,7196,2331,2084,18626,4721,7580,5677,6796,12153,7395,15754,15605,8477,12822,12301,7169,17954,7382,10519,12600,20424,18902,19207,17245,7545,11543,17266,13614,13983,7024,7243,1017,13439,5413,19288,10030,10972,16105,5843,9155,2563,8043,5282,5853,7502,3864,18675,6819,11279,16844,2955,5131,10836,23418,14903,21338,8391,10068,13704,10359,12415,10074,18170,17315,7537,18995,19202,7463,3354,14491,8530,16644,6685,4075,7668,13265,12339,14837,11388,1288,7823,9140,9322,3178,10993,15557,3512,16482
Aleksandrovac,16708,,5114,12358,18448,9819,9423,9370,13009,10693,6154,16382,16043,15258,14467,11406,7700,14336,15248,3195,13978,7559,6700,8618,13746,1338,10140,10012,11226,6278,9911,6576,9665,6300,7739,11162,7399,9011,12135,12809,9050,5433,17017,17257,13403,5592,8937,11124,10076,8987,12354,8921,6531,4558,14449,2438,15193,4632,11110,9200,6310,9777,8495,7800,8268,14646,14990,8441,13249,14788,16931,9164,6770,10043,5803,9564,9153,11014,7157,16222,12584,10408,15734,17455,6570,13724,10383,16115,11958,12428,10173,6493,6344,10672,4721,8780,11578,8693,13967,8662,8723,11163,14558,14239,4670,9938,7063,5209,4300,5174,12208,9991,16689,9562,14370,10266,8532,7588,6298,17693,9336,14221,12656,12935,11577,10228,16503,9413,10916,6699,7583,13913,13224,8734,14157,2456,9282,9532,10342,3672,6651,10558,11759,8909,8054,9936,9734,9940,9913,14346,3085,12933,8470,10506,14142,9730,3467,4920,10961,6988,16950,10945,12606,13989,13490,7285,11159,14931,5590
Aleksinac,14736,5290,,10387,16476,8106,11476,4595,15039,8721,4182,14410,14071,13287,12495,9434,2925,12364,13277,4728,12103,3303,4217,6283,8971,5651,5365,12042,6451,1503,7939,4604,4891,1897,2964,9190,8302,7039,10164,10838,11774,3462,15045,15285,11068,6620,4409,11938,12105,7015,10383,6950,5400,6862,15774,2733,13221,5262,9139,10406,4338,10126,4239,3026,9971,16327,15094,10470,10914,12816,16536,7192,1995,5787,2069,11266,7181,8679,2382,14250,15704,8436,13762,15484,11631,11752,9594,14144,9986,14108,8201,1718,1569,8701,2716,6808,9606,3918,11996,6690,10753,6388,17054,17360,3209,7966,5091,10270,1439,5135,10236,8020,14718,11591,12399,15327,6560,5616,1922,15721,7365,12249,10684,10963,9605,8256,14531,4639,8944,4727,2808,11942,11252,6961,9382,4760,14343,10346,12023,2660,4679,8587,11986,4134,3279,7964,4959,5166,7942,12374,5390,10961,6135,8534,12170,7759,2221,2948,12990,9018,14978,8973,11797,12017,11518,5313,8824,12959,2446
Alibunar,7750,12603,10202,,12186,7645,11693,14304,13673,6017,6962,10120,9712,8955,8136,2978,12633,8229,6590,12933,8183,13011,10547,12465,18680,12964,15074,12258,16160,11212,3815,8437,14599,11605,12673,7175,9166,5823,5873,6918,13180,7657,9784,6566,13340,9401,14113,8352,11450,6364,2638,3894,8180,11322,11855,10260,8931,14370,8713,7294,6885,7592,13948,12734,7603,12741,11175,10686,11515,8526,12616,6541,11704,15496,11778,8034,6346,13263,12090,5217,15920,4626,6113,9457,16995,7393,5875,9853,3477,10522,3781,11426,11278,2107,8494,7821,5687,13627,1609,6039,10969,16097,17271,17576,12918,4935,7216,15635,9287,9656,6317,4129,8767,11808,2371,17657,4453,6657,11777,11431,6276,7681,6765,6673,5315,3588,10241,14347,5024,6952,12517,6653,4785,7657,19090,11683,19707,6760,8437,9377,6032,6207,8266,13843,12988,4311,14668,14874,3897,8084,11920,1861,12317,3954,4214,4267,8938,8012,13206,9757,8661,5358,7878,8098,5705,6666,11077,4242,12155
Apatin,6612,18756,16355,12287,,12651,15150,20457,17130,9984,13116,3228,4451,3544,4185,14404,18787,7242,5934,19086,10416,19165,16700,18618,24833,19117,21227,15715,22313,17365,9471,14591,20753,17759,18826,14845,12623,10840,7433,7517,16637,13811,5992,8155,21010,14392,20266,11809,14907,12670,9722,12208,14334,14779,14432,16413,3252,20523,15019,10751,13039,11560,20101,18888,11060,16198,13407,14143,17821,4212,14848,12847,17857,21649,17931,11491,11352,20933,18244,9138,19377,9022,6743,6363,20452,5828,9406,2338,9426,13921,9221,17580,17431,10303,14648,14127,8995,19780,11900,12345,14426,22250,20728,21033,19071,9371,13369,19092,15440,15809,8340,9069,5812,15265,9931,21114,11856,12798,17931,1188,10981,4900,8703,6837,7679,9328,4144,20501,8645,13105,18670,5657,7572,12662,25244,16729,23164,10217,11894,15530,12185,14241,11390,19996,19141,9363,20821,21028,9289,4253,16317,13048,18470,8511,8226,9494,15091,14165,16663,13214,6072,9649,10455,9773,6596,12819,17383,8907,18308
Aranđelovac,10831,10000,7788,7600,12570,,6908,11891,9783,3098,4078,10504,10166,9381,8590,7130,10220,8458,9371,10519,8197,10598,8134,10052,16267,10358,12661,7473,13747,8799,4033,5928,12186,9192,10260,6966,3306,3718,6258,6932,8090,5244,11140,11380,13131,4191,11699,5283,7317,4791,7118,4646,3576,6181,8653,7847,9316,11956,7140,2724,3688,2019,11534,10321,2771,8851,9195,5902,9942,8911,11135,4968,9290,13082,9364,3442,1469,12448,9677,10344,11136,4530,9857,11578,11854,7847,4317,10238,6080,6632,4296,9013,8865,5616,6081,6086,5701,11214,9209,4465,6184,13683,12486,12792,10504,4061,2985,10494,6874,5518,6330,4114,10812,7023,9134,12567,3977,2951,9364,11815,2228,8344,6778,7058,5700,4350,10626,11934,5038,4442,10104,8036,7347,1165,16677,7449,14566,3691,4547,6963,3694,6362,5978,11430,10574,4059,12254,12461,4036,8469,7310,8657,9904,4628,8264,3853,6524,5599,8422,4667,11072,4198,6824,8112,7612,4440,9414,9054,9741
Arilje,13298,9583,11167,11538,15038,6844,,15269,5222,7616,7511,12972,12633,11849,11057,13186,13599,10925,11839,11583,10121,13977,11512,13431,19646,9941,16040,2224,17126,12177,8390,10023,15565,12571,13638,13021,3798,9774,8726,9398,2000,8623,13608,14168,18216,4769,15078,7402,2373,10846,10659,10701,6267,5119,9440,9054,11783,13020,12949,5342,7961,5920,14913,13700,4410,7084,10306,1334,15755,11378,9326,11023,12669,16461,12743,5819,7524,15827,13056,13570,5433,7940,12324,14046,8627,10314,6526,12706,9306,7744,8139,12392,12244,9554,9460,10618,8167,14593,13147,10521,905,17062,6887,7089,13058,7779,7899,8123,10252,8052,8797,7988,13280,1774,12673,6383,10032,8192,12914,14283,8556,10812,9245,9526,8167,8247,13093,15313,7304,8538,13482,10504,10275,6040,20056,7168,10195,5675,5829,9903,8489,12418,7902,14808,13953,8281,15633,15840,8208,10936,6757,13136,13283,7854,11428,8412,9698,8978,3173,2953,13540,7764,8749,10578,10080,9123,13509,12280,13120
Babušnica,18880,9555,4600,14531,20620,12250,15620,,19183,12865,8326,18554,18215,17431,16639,13578,1657,16508,17421,7284,16247,5800,8795,9509,8035,9172,6352,16186,3876,3795,12083,8748,2944,4452,4321,13334,12446,11183,14307,14982,16039,7606,19189,19429,12820,10764,5697,16082,16249,11159,14527,11094,9544,11127,19918,6998,17365,7818,13283,14550,8482,14270,5822,4368,14114,20471,19238,14614,13104,16960,20679,11336,4016,7370,4625,15410,11325,10430,3558,18394,19848,12580,17906,19628,15145,15896,13738,18288,14130,18252,12345,4273,3368,12845,6860,10952,13750,1660,16140,10834,14897,7375,21198,21504,5765,12110,9235,13855,5581,9279,14380,12163,18862,15735,16543,18841,10704,9760,6501,19865,11509,16393,14828,15107,13749,12400,18675,5625,13088,8871,4096,16086,15396,11105,10369,9025,17857,14490,16167,6804,8823,12731,16130,5121,2934,12108,5946,6152,12086,16518,9655,15105,8263,12678,16314,11903,6365,7092,17134,13162,19122,13117,15941,16161,15662,9457,12491,17103,5002
BajinaBašta,15320,13098,14745,13560,17060,9824,5143,18847,,9516,11089,14994,14655,13871,13079,15677,17177,13069,13861,15099,9477,17555,15090,17008,23224,13457,19618,3014,20703,15755,10411,13601,19143,16149,17216,15762,7376,11668,10748,11543,7083,12201,15629,16189,21927,8347,18656,6911,3386,13587,12680,13442,9845,8734,5218,12570,13805,16536,15936,7091,11539,7847,18491,17278,7732,2863,7015,5003,18738,13400,5104,13764,16247,20039,16321,6677,11102,19405,16634,15592,5836,9962,14346,16068,12142,12336,8548,14728,11328,5672,10161,15970,15822,11576,13038,14196,10189,18171,15169,13262,4479,20640,7186,7492,16574,9801,11477,12973,13830,11630,10941,10010,15302,3567,14695,8041,12773,11770,16429,16305,10393,12833,10905,11547,10189,10269,15115,18891,9326,12115,17060,12526,12297,9618,23634,10684,11852,7335,5321,13419,12067,15158,8077,18386,17531,10303,19211,19418,10230,12958,10272,15158,16861,9876,13450,10434,13214,12556,3122,6531,15562,9786,9042,12600,12102,12701,17087,14302,16698
Barajevo,8159,10847,8446,5988,9899,3085,7623,12548,9469,,5206,7833,7494,6710,5918,7100,10877,5786,6700,11176,5524,11255,8791,10709,16924,11208,13318,8188,14404,9456,2553,6681,12843,9849,10917,6936,5096,3273,3586,4259,9110,5901,8468,9028,13101,6866,12356,4374,7246,4760,5506,4615,6424,7252,8340,8504,6644,12613,7109,2411,5129,2278,12191,10978,3357,8538,8594,6617,9912,6239,10035,4937,9948,13740,10022,3685,2906,13024,10334,8431,11851,2758,7185,8907,12925,5175,2052,7567,4167,6319,2632,9670,9522,4004,6738,6217,3028,11871,7597,4435,6899,14341,13201,13506,11162,1415,5460,11565,7531,7900,3658,2232,8141,7738,7522,13587,3946,4476,10021,9144,1678,5672,4106,4386,3028,2739,7954,12591,2165,5196,10761,5365,5136,4096,17334,9202,15637,2782,4234,7621,4276,6332,4443,12087,11232,2567,12911,13118,2627,5797,8791,7586,10561,2715,6289,2373,7182,6256,9137,5687,8401,1100,5290,5439,4941,4910,9473,7141,10399
Batočina,11259,6281,3879,6909,12998,4097,7507,7982,11070,5244,,10932,10594,9809,9017,5957,6311,8886,9799,6610,8625,6689,4224,6143,12358,6641,8752,8072,9838,4890,4461,2781,8277,5283,6351,5713,4333,3561,6686,7360,8472,1335,11568,11808,10928,2651,7790,8460,8136,3537,6905,3472,1431,4793,12296,3938,9744,8047,5706,6823,474,6117,7625,6412,6001,12626,11617,6501,8513,9338,13058,3714,5381,9173,5455,7297,3703,8539,5768,10772,11735,4958,10284,12006,10604,8275,6116,10666,6508,10408,4724,5104,4956,5223,2172,3376,6128,7305,8518,3212,6783,9774,13085,13391,6595,4488,1082,9243,2965,3120,6758,4542,11240,7622,8921,12949,3082,2138,5455,12243,3887,8772,7206,7486,6127,4778,11053,8025,5466,1295,6194,8464,7775,2952,12768,5309,13316,6868,8323,3054,1201,5109,8508,7521,6665,4487,8345,8552,4464,8896,5171,7484,5995,5056,8692,4281,2615,1690,9021,5048,11500,5495,8319,8540,8040,1835,6266,9482,5832
Bač,6345,16710,14309,10195,3279,10605,13103,18411,15084,7938,11069,,1404,3808,2028,12358,16741,5011,5113,17040,7829,17118,14654,16572,22787,17071,19181,13669,20267,15319,7425,12545,18706,15713,16780,12799,10576,8794,5387,5360,14590,11764,6404,7797,18964,12346,18220,9763,12861,10624,7675,10162,12288,12733,12026,14367,2376,18477,12973,8705,10992,9514,18055,16841,9014,14083,10821,12097,15775,4179,12262,10801,15811,19603,15885,9445,9305,18887,16198,7998,17331,6976,5603,6842,18406,3671,7359,1018,7380,11658,7175,15534,15385,8257,12601,12081,6899,17734,9757,10298,12380,20204,18681,18987,17025,7325,11323,17045,13394,13763,6182,7023,6076,13218,7787,19068,9810,10752,15884,3282,8935,3753,6116,4680,5633,7282,5944,18454,6599,11059,16624,3608,5526,10616,23198,14683,21118,8171,9848,13484,10139,12195,9232,17950,17095,7316,18775,18981,7243,2958,14271,10904,16424,6465,6082,7447,13045,12119,14617,11167,6336,7602,8067,7186,4547,10773,15337,7010,16262
BačkaPalanka,6408,16272,13870,9673,4485,10166,12665,17972,14645,7500,10631,1413,,4326,1774,11919,16302,3985,5177,16601,6803,16680,14215,16134,22349,16632,18743,13230,19829,14880,6987,12106,18268,15274,16342,12360,10138,8355,5168,4517,14152,11326,6604,7796,18526,11907,17781,9073,12422,10185,7237,9723,11849,12294,11000,13929,2894,18038,12534,8267,10554,9075,17616,16403,8575,13056,9794,11658,15336,4243,11236,10362,15372,19164,15446,9006,8867,18449,15759,7779,16893,6537,5601,7042,17967,2816,6921,2225,6942,10631,6736,15095,14947,7818,12163,11642,6056,17296,9235,9860,11941,19765,18243,18548,16586,6886,10884,16607,12955,13324,5339,6585,6276,12780,7265,18629,9371,10314,15446,4488,8497,3816,5090,4035,5194,6844,6089,18016,6161,10620,16185,3606,5088,10178,22759,14244,20679,7733,9409,13045,9701,11757,8207,17512,16656,6878,18336,18543,6805,3021,13832,10382,15986,6027,5560,7009,12606,11681,14179,10729,6536,7164,7041,6160,4212,10334,14898,6488,15823
BačkaTopola,3074,15612,13211,8951,3523,9507,12005,17313,13986,6840,9971,3770,4349,,3330,11260,15643,4402,2433,15942,8077,16020,13556,15474,21689,15973,18083,12571,19169,14221,6327,11447,17608,14615,15682,11701,9478,7696,4289,4817,13492,10666,2602,4617,17866,11248,17122,8665,11763,9526,6577,9064,11190,11635,11733,13269,1437,17379,11875,7607,9895,8416,16957,15743,7916,13054,11069,10999,14677,711,12510,9703,14713,18505,14787,8347,8208,17789,15100,5636,16233,5878,3242,3040,17308,3158,6261,3018,6282,10835,6077,14436,14287,7159,11503,10983,5850,16636,8512,9200,11282,19106,17583,17889,15927,6227,10225,15947,12296,12665,5640,5925,2274,12120,6543,17970,8712,9654,14786,2768,7837,1772,6659,3898,4535,6184,2136,17356,5501,9961,15526,2614,4428,9518,22100,13585,20020,7073,8750,12386,9041,11097,8690,16852,15997,6218,17677,17883,6145,1921,13173,9660,15326,5367,4985,6349,11947,11021,13519,10069,2534,6504,7756,7938,3553,9675,14239,5406,15164
BačkiPetrovac,4897,14764,12362,8165,4190,8658,11157,16464,13137,5991,9123,2030,1764,3343,,10411,14794,3055,3613,15093,6282,15172,12707,14625,20840,15124,17234,11722,18320,13372,5478,10598,16760,13766,14833,10852,8630,6847,3440,3330,12644,9818,5101,6293,17017,10399,16273,7816,10914,8677,5729,8215,10341,10786,10245,12420,2160,16530,11026,6758,9046,7567,16108,14895,7067,12302,9274,10150,13828,2872,10715,8854,13864,17656,13938,7498,7359,16940,14251,6271,15384,5029,4099,5540,16459,1640,5413,1872,5434,9734,5228,13587,13439,6310,10655,10134,4869,15788,7726,8352,10433,18257,16735,17040,15078,5378,9376,15099,11447,11816,4152,5076,4774,11272,5757,17121,7863,8805,13938,4136,6988,2305,4569,2650,3686,5336,4587,16508,4652,9112,14677,2104,3580,8669,21251,12736,19171,6224,7901,11537,8193,10248,7202,16003,15148,5370,16828,17035,5297,2034,12324,8874,14477,4519,4052,5501,11098,10172,12670,9221,5034,5656,6268,5639,2704,8826,13390,4980,14315
BelaCrkva,10474,11637,9236,2970,14257,7133,13276,13338,15658,7121,5996,12191,11852,11068,10276,,11667,10370,9314,11966,10254,12045,9581,11499,17714,11998,14108,13841,15194,10246,5886,7471,13633,10639,11707,4708,9674,4801,7944,8989,14255,6691,12508,9290,10873,8434,13147,10337,13435,4334,5598,2703,7214,10577,13926,9294,11002,13404,6409,8806,5919,8671,12982,11768,9588,14726,13246,12270,9211,10597,14687,5000,10738,14530,10812,10079,5834,10796,11124,7941,17504,6697,8837,12181,16387,9533,7946,11924,6172,12507,5852,10460,10312,4376,7528,6280,7758,12661,3124,4547,12552,15131,18854,19160,11952,6366,6250,15027,8321,8690,8388,6200,11491,13391,5095,18732,3487,5691,10811,13502,5764,10030,8836,8744,7386,5659,12312,13381,7095,5986,11551,9378,7744,7144,18124,10717,19099,8745,10422,8411,5066,3740,10337,12877,12022,6382,13702,13908,5968,10155,10954,2037,11351,6025,6938,6158,7972,7046,14790,10832,11385,7429,9949,10169,8429,5700,9535,6967,11189
BelaPalanka,17227,7901,2947,12877,18966,10596,13967,1676,17529,11212,6672,16900,16561,15777,14985,11925,,14854,15767,5630,14593,4205,7142,7855,9712,7518,6267,14532,5554,2141,10429,7094,2482,2799,2697,11681,10792,9529,12654,13328,14385,5952,17536,17776,11166,9110,4043,14428,14595,9505,12873,9440,7890,9473,18264,5344,15711,6164,11629,12897,6828,12616,5141,3927,12461,18817,17585,12960,11450,15306,19026,9682,2363,6689,2971,13757,9671,8777,1914,16740,18194,10926,16252,17974,13491,14243,12084,16634,12476,16598,10692,2620,1714,11191,5206,9298,12096,1510,14486,9180,13243,7290,19545,19850,4111,10456,7581,12201,3927,7625,12726,10510,17208,14082,14889,17187,9050,8106,4847,18211,9855,14740,13174,13454,12095,10746,17021,5541,11434,7218,2443,14432,13743,9451,10284,7371,16203,12836,14513,5150,7169,11077,14476,5036,4181,10455,5861,6067,10432,14864,8001,13452,6609,11024,14660,10249,4711,5439,15480,11508,17468,11463,14287,14507,14008,7803,10837,15450,3348
Beočin,5818,14601,12199,8225,7312,8495,11036,16301,12987,5870,8960,5007,3990,4361,3119,10497,14631,,4358,14930,4116,15009,12544,14463,20678,14961,17072,11601,18158,13209,5316,10435,16597,13603,14670,10689,8509,6684,2957,1809,12523,9655,6119,6852,16854,10278,16110,6228,10793,8514,5814,8301,10178,10665,8313,12258,4295,16367,10863,6637,8883,7446,15945,14732,6946,10370,7108,10029,13665,3890,8549,8691,13701,17493,13775,7377,7196,16778,14088,6330,15263,4866,4844,6558,16338,1473,5292,4994,5519,7895,5065,13424,13276,6396,10492,9971,3178,15625,7786,8189,10312,18094,16614,16919,14915,5257,9213,14978,11284,11653,2094,4914,5792,11151,5817,17000,7700,8642,13775,6795,6867,3341,2697,1825,3708,5173,5605,16345,4531,8949,14514,2841,3665,8506,21088,12615,19050,6103,7751,11374,8030,10086,5363,15840,14985,5207,16665,16872,5134,3448,12203,8934,14315,4604,4112,5338,10935,10010,12549,9100,6052,5535,4354,3958,2764,8663,13227,5040,14152
Bečej,1514,15489,13087,6599,5950,9384,11882,17190,13862,6717,9848,5082,5105,2456,3599,9274,15519,4345,,15818,8020,15897,13433,15351,21566,15850,17960,12447,19046,14098,6204,11323,17485,14491,15559,11577,9355,7572,4166,4760,13369,10543,3551,3084,17743,11125,16998,8542,11639,9402,5478,8940,11066,11511,11675,13146,2992,17255,11751,7484,9771,8293,16833,15620,7792,12931,11011,10876,14554,2554,12453,9579,14589,18381,14664,8223,8084,17666,14976,3285,16110,5754,890,3376,17184,3279,6138,4468,5354,10712,5954,14312,14164,7035,11380,10859,5727,16513,6161,9077,11158,18982,17460,17765,15803,6103,10102,15824,12173,12542,5582,5802,2538,11997,4191,17846,8588,9531,14663,5195,7714,1354,6601,3841,4411,6061,4351,17233,5378,9838,15403,1514,3689,9395,21976,13461,19896,6950,8627,12262,8918,10974,8632,16729,15874,6095,17553,17760,6022,2145,13050,7308,15203,5244,2633,6226,11824,10898,13396,9946,2580,6381,7698,7881,1737,9552,14115,3054,15040
Blace,17219,2574,4694,12869,18958,10588,10998,7177,14585,11204,6664,16892,16554,15769,14978,11917,5506,14846,15759,,14585,4364,7210,9129,10445,1888,6839,11588,7925,4085,10421,7087,7472,3104,4747,11673,8974,9522,12646,13320,10412,5944,17528,17768,13914,7168,6990,12700,11651,9498,12865,9432,7883,6133,16024,2759,15704,1475,11621,10775,6820,11352,5300,4500,9843,16222,16566,10016,13759,15299,18506,9675,4315,6848,2607,11139,9663,11525,4963,16732,13875,10918,16245,17966,7861,14235,11958,16626,12468,14003,10684,3789,4151,11183,5232,9291,12089,6500,14478,9172,10299,7862,15849,15530,1475,10449,7573,6571,4639,6061,12718,10502,17200,11137,14881,11557,9042,8098,6568,18203,9847,14732,13166,13446,12088,10738,17014,6113,11426,7210,5390,14424,13735,9443,10856,4031,10573,11108,11918,4420,7162,11069,13335,5608,4753,10447,6433,6640,10424,14857,4661,13444,8981,11016,14652,10241,3978,5431,12536,8564,17460,11456,14182,14500,14000,7795,11670,15442,2395
Bogatić,9505,14098,11952,8216,10460,8180,10104,16054,9493,5623,8712,7847,6829,8048,6306,10334,14384,4135,8045,14683,,14761,12297,14215,20430,14456,16824,10669,17910,12962,5068,10188,16349,13356,14423,10442,7577,6437,4058,3353,11591,9408,9806,10539,16607,9347,15863,3603,8677,8267,7337,8122,9931,9734,4736,12010,7982,16120,10616,5442,8636,6203,15698,14484,6015,6844,2992,9098,13418,7577,4433,8444,13454,17246,13528,6256,6949,16530,13841,10017,14332,4619,8531,10244,15407,5095,4630,8142,5985,4928,4818,13177,13028,6233,10244,9724,2965,15377,9826,7941,9380,17847,15682,15988,14668,5010,8966,14046,11037,11406,2564,4666,9478,10219,9352,16069,7453,8395,13527,10405,6620,7028,1860,4668,4253,4925,9292,16097,4284,8702,14267,6528,6769,8259,20841,11684,18119,4566,5126,11127,7782,9838,2738,15593,14738,4959,16418,16624,4886,7135,11272,9814,14067,4533,7799,5090,10688,9762,11618,8168,9739,5287,1595,3698,6451,8416,12980,8727,13905
Bojnik,17614,6985,3334,13265,19354,10984,14354,5762,17917,11599,7060,17288,16949,16165,15373,12312,4147,15242,16155,4410,14981,,7529,9443,8529,6299,4923,14920,6008,2725,10817,7482,6112,1848,2732,12068,11180,9917,13042,13716,14773,6340,17923,18164,12753,9498,5631,14816,14983,9893,13261,9828,8278,9861,18652,5732,16099,4945,12017,13284,7216,13004,935,1613,12849,19205,17972,13348,13037,15694,19414,10070,3156,2483,2737,14144,10059,10364,3611,17128,18286,11314,16640,18362,12272,14630,12472,17022,12864,16986,11079,2529,2791,11579,5594,9686,12484,5140,14874,9568,13631,5945,19932,19941,2892,10844,7969,10982,4315,8013,13114,10898,17596,14470,15277,15968,9438,8494,5235,18599,10243,15127,13562,13842,12483,11134,17409,4196,11822,7605,4030,14820,14130,9839,8939,7759,14984,13224,14901,5538,7557,11465,14864,3691,2836,10842,4516,4723,10820,15252,8389,13839,8196,11412,15048,10637,5099,5826,15868,11896,17856,11851,14675,14895,14396,8191,12137,15837,1969
Boljevac,14748,6869,4192,10399,16488,8118,11488,8570,15051,8733,4194,14422,14083,13299,12507,9446,6900,12376,13289,7199,12115,7277,,2064,12946,7230,9340,12054,10426,5478,7951,4616,8865,5872,6939,9131,8314,7051,10176,10850,12453,3474,15057,15298,6849,6632,3563,11950,12117,7027,10395,6962,5412,8051,15786,4526,13233,8636,9124,10418,4350,10138,8214,7000,9983,16339,15106,10482,6694,12828,16548,7204,5970,9762,6044,11278,7193,4460,6357,14262,15716,8448,13774,15496,13209,11764,9606,14156,9998,14120,8213,5692,5544,8713,2626,6820,9618,8087,12008,6702,10765,10363,17066,17372,7184,7978,5103,11849,3553,5392,10248,8032,14730,11604,12411,16905,6572,5628,2380,15733,7377,12261,10696,10976,9617,8268,14543,8613,8956,4739,5084,11954,11264,6973,13357,5949,15921,10358,12035,3643,4691,8599,11998,8109,7254,7976,8934,9140,7954,12386,6579,10973,1916,8546,12182,7771,3204,2960,13002,9030,14990,8985,11809,12029,11530,5325,4605,12971,6421
Bor,16667,8788,6260,12318,18407,10037,13407,9468,16970,10652,6113,16341,16002,15218,14426,11365,7798,14295,15208,9118,14034,9196,2065,,14865,9149,11259,13973,12345,7318,9870,6535,9370,7790,7789,7392,10233,8970,12094,12769,14372,5393,16976,17216,5783,8551,3798,13869,14036,8946,12314,8881,7331,9970,17705,6445,15152,10555,7071,12337,6269,12057,10133,8919,11901,18258,17025,12401,4956,14747,18466,8057,7560,11681,7963,13197,9112,3393,7206,16181,17635,10367,15693,17415,15128,13683,11525,16075,11917,16039,10132,7611,6891,10632,4545,6630,11537,8102,13927,8621,12684,12282,18985,19291,9103,9897,7022,13768,5472,7311,12167,9950,16649,13522,14330,18824,8491,7547,4449,17652,9296,14180,12615,12894,11536,10187,16462,10532,10875,6658,5351,13873,13183,8892,15275,7868,17840,12277,13954,5562,6610,8433,13917,10028,9173,9895,10853,11059,9873,14305,8498,12892,1828,10465,14101,9690,5123,4879,14921,10949,16909,10904,13728,13948,13449,7244,3290,14890,8340
Bosilegrad,23254,13101,8974,18904,24994,16624,19994,7974,23557,17239,12700,22928,22589,21805,21013,17952,9633,20882,21795,10527,20621,8560,13169,15082,,12415,6708,20559,4117,8365,16457,13122,10921,7538,8531,17708,16820,15557,18681,19355,20413,11980,23563,23803,18393,15138,11270,20456,20623,15533,18900,15467,13918,15501,24292,11372,21739,11061,17657,18924,12856,18644,8658,7294,18488,24845,23612,18988,18677,21334,25053,15710,8798,10207,8377,19784,15699,16004,9243,22768,24222,16954,22280,24002,18388,20270,18112,22662,18504,22626,16719,8171,8431,17219,11234,15326,18124,9637,20514,15208,19270,7731,25572,25878,9008,16484,13609,17098,9955,13653,18754,16537,23236,20109,20916,22084,15078,14134,10875,24239,15883,20767,19202,19481,18123,16774,23049,4373,17462,13245,9670,20460,19770,15479,4684,13399,21100,18864,20541,11178,13197,17105,20503,5245,7060,16482,6302,6385,16459,20892,14029,19479,13836,17052,20688,16276,10739,11466,21508,17536,23496,17491,20315,20535,20036,13831,17776,21477,8087
